OTU ID	HE327A	HE327C	HE327D	HE327E	HE327F	HE327G	HE327J	HE327K	HE327L	HE327N
otu3300	0	1	0	0	0	0	0	0	0	0
otu3301	0	0	0	0	0	1	0	0	0	0
otu3303	0	0	0	0	0	0	1	0	0	0
otu3304	0	0	0	0	1	0	0	0	0	0
otu3305	0	1	0	0	0	0	0	0	0	0
otu3306	0	0	0	0	0	1	0	0	0	0
otu3308	1	0	0	0	0	0	0	0	0	0
otu3309	0	0	0	0	0	0	0	1	0	0
otu331	0	0	0	0	0	0	1	0	0	0
otu3310	0	0	0	0	1	0	0	0	0	0
otu3312	0	1	0	0	0	0	0	0	0	0
otu3313	0	0	0	1	0	0	0	0	0	0
otu3315	0	0	0	0	1	0	0	0	0	0
otu3316	1	0	0	0	0	0	0	0	0	0
otu3319	1	0	0	0	0	0	0	0	0	0
otu332	0	0	0	0	0	1	0	0	0	0
otu3320	0	0	0	1	0	0	0	0	0	0
otu3321	1	0	0	0	0	0	0	0	0	0
otu3325	1	0	0	0	0	0	0	0	0	0
otu3326	1	0	0	0	0	0	0	0	0	0
otu3328	0	0	0	0	1	0	0	0	0	0
otu3329	0	0	0	0	0	0	0	0	1	0
otu3330	0	0	1	0	0	0	0	0	0	0
otu3331	0	0	1	0	0	0	0	0	0	0
otu3332	1	0	0	0	0	0	0	0	0	0
otu3333	1	0	0	0	0	0	0	0	0	0
otu3334	0	0	1	0	0	0	0	0	0	0
otu3335	0	0	1	0	0	0	0	0	0	0
otu3336	0	1	0	0	0	0	0	0	0	0
otu3337	0	0	0	0	0	0	0	0	0	1
otu3338	0	0	0	1	0	0	0	0	0	0
otu3339	0	0	0	1	0	0	0	0	0	0
otu3340	0	0	0	0	0	0	0	1	0	0
otu3342	0	0	0	0	0	1	0	0	0	0
otu3343	0	0	0	0	0	0	0	0	1	0
otu3344	0	0	0	0	1	0	0	0	0	0
otu3345	0	0	0	0	0	0	0	1	0	0
otu3346	0	1	0	0	0	0	0	0	0	0
otu3347	0	0	0	0	0	0	1	0	0	0
otu3348	0	0	0	0	0	1	0	0	0	0
otu3349	0	0	0	0	0	0	0	0	1	0
otu3351	0	1	0	0	0	0	0	0	0	0
otu3352	0	0	0	0	0	0	0	0	1	0
otu3353	0	0	0	0	0	0	0	0	1	0
otu3359	0	0	0	0	1	0	0	0	0	0
otu3361	0	0	0	1	0	0	0	0	0	0
otu3363	0	0	0	0	0	0	1	0	0	0
otu3364	0	0	1	0	0	0	0	0	0	0
otu3365	1	0	0	0	0	0	0	0	0	0
otu3370	0	0	0	1	0	0	0	0	0	0
otu3371	0	0	0	0	1	0	0	0	0	0
otu3372	0	0	0	0	0	0	1	0	0	0
otu3374	0	0	0	0	0	0	0	0	1	0
otu3375	0	0	1	0	0	0	0	0	0	0
otu3376	0	0	1	0	0	0	0	0	0	0
otu3377	0	0	0	0	0	0	0	0	1	0
otu3379	0	0	0	0	0	0	1	0	0	0
otu3380	0	0	0	0	1	0	0	0	0	0
otu3381	0	0	0	1	0	0	0	0	0	0
otu3382	0	0	0	0	1	0	0	0	0	0
otu3384	0	0	0	0	1	0	0	0	0	0
otu3388	0	0	0	0	1	0	0	0	0	0
otu3389	0	0	0	0	0	0	0	0	1	0
otu3390	0	0	1	0	0	0	0	0	0	0
otu3391	0	0	1	0	0	0	0	0	0	0
otu3393	0	0	1	0	0	0	0	0	0	0
otu3394	1	0	0	0	0	0	0	0	0	0
otu3395	0	0	0	0	0	0	1	0	0	0
otu3399	0	0	1	0	0	0	0	0	0	0
otu34	0	0	0	0	1	0	0	0	0	0
otu3400	0	0	0	0	1	0	0	0	0	0
otu3401	0	0	0	0	1	0	0	0	0	0
otu3402	0	1	0	0	0	0	0	0	0	0
otu3403	1	0	0	0	0	0	0	0	0	0
otu3404	0	0	0	1	0	0	0	0	0	0
otu3406	0	1	0	0	0	0	0	0	0	0
otu3407	0	1	0	0	0	0	0	0	0	0
otu3409	1	0	0	0	0	0	0	0	0	0
otu3410	0	0	0	0	0	0	0	0	1	0
otu3412	0	0	0	0	0	1	0	0	0	0
otu3414	0	0	0	0	0	0	0	0	0	1
otu3416	0	0	0	1	0	0	0	0	0	0
otu3417	0	0	0	0	1	0	0	0	0	0
otu3418	0	0	0	0	1	0	0	0	0	0
otu3419	0	0	0	0	0	1	0	0	0	0
otu342	0	0	0	0	0	0	0	1	0	0
otu3420	0	0	0	0	1	0	0	0	0	0
otu3421	0	0	1	0	0	0	0	0	0	0
otu3422	0	0	0	0	1	0	0	0	0	0
otu3426	0	0	0	0	0	1	0	0	0	0
otu3428	0	0	0	1	0	0	0	0	0	0
otu3429	0	0	0	0	0	0	1	0	0	0
otu3431	1	0	0	0	0	0	0	0	0	0
otu3435	0	0	1	0	0	0	0	0	0	0
otu3436	0	0	0	0	1	0	0	0	0	0
otu3437	1	0	0	0	0	0	0	0	0	0
otu3438	0	0	0	1	0	0	0	0	0	0
otu3439	0	0	0	0	1	0	0	0	0	0
otu344	0	1	0	0	0	0	0	0	0	0
otu3440	0	1	0	0	0	0	0	0	0	0
otu3441	0	0	1	0	0	0	0	0	0	0
otu3442	0	0	0	0	0	0	0	0	0	1
otu3444	0	0	1	0	0	0	0	0	0	0
otu3445	0	0	0	0	0	0	0	0	1	0
otu3447	0	0	0	0	0	0	0	0	1	0
otu3448	0	0	0	0	1	0	0	0	0	0
otu3449	0	0	0	0	0	0	0	1	0	0
otu3450	0	0	0	0	0	0	0	1	0	0
otu3454	0	0	0	0	0	1	0	0	0	0
otu3455	0	0	0	0	0	0	0	0	1	0
otu3459	0	0	0	0	0	1	0	0	0	0
otu346	0	0	0	0	0	1	0	0	0	0
otu3460	0	0	0	0	0	0	0	1	0	0
otu3462	0	0	0	0	0	0	0	0	1	0
otu3465	0	0	0	0	0	0	1	0	0	0
otu3466	0	0	0	0	1	0	0	0	0	0
otu3467	0	1	0	0	0	0	0	0	0	0
otu3468	0	0	0	0	1	0	0	0	0	0
otu3469	0	0	1	0	0	0	0	0	0	0
otu347	0	0	0	0	0	1	0	0	0	0
otu3470	1	0	0	0	0	0	0	0	0	0
otu3472	0	0	0	0	0	0	1	0	0	0
otu3473	0	0	0	0	0	0	1	0	0	0
otu3474	0	0	0	0	0	1	0	0	0	0
otu3475	0	0	0	0	1	0	0	0	0	0
otu3476	0	1	0	0	0	0	0	0	0	0
otu3477	0	1	0	0	0	0	0	0	0	0
otu3478	0	0	0	0	0	0	1	0	0	0
otu3479	0	0	0	0	1	0	0	0	0	0
otu3480	0	0	0	0	0	1	0	0	0	0
otu3482	0	0	1	0	0	0	0	0	0	0
otu3484	0	0	0	0	0	0	1	0	0	0
otu3485	0	0	0	0	0	0	1	0	0	0
otu3486	0	0	1	0	0	0	0	0	0	0
otu3487	0	0	0	0	0	0	1	0	0	0
otu3488	0	0	0	0	0	0	0	0	1	0
otu3489	0	0	0	0	0	0	0	0	1	0
otu349	0	0	0	0	0	1	0	0	0	0
otu3492	0	0	0	0	1	0	0	0	0	0
otu3493	0	0	0	0	1	0	0	0	0	0
otu3495	0	0	0	0	1	0	0	0	0	0
otu3496	1	0	0	0	0	0	0	0	0	0
otu3497	0	1	0	0	0	0	0	0	0	0
otu3498	0	0	0	0	1	0	0	0	0	0
otu3499	0	0	0	0	1	0	0	0	0	0
otu35	0	1	0	0	0	0	0	0	0	0
otu350	1	0	0	0	0	0	0	0	0	0
otu3500	0	1	0	0	0	0	0	0	0	0
otu3501	1	0	0	0	0	0	0	0	0	0
otu3502	0	0	0	0	1	0	0	0	0	0
otu3503	0	0	0	0	0	0	0	0	1	0
otu3506	0	0	0	0	0	0	1	0	0	0
otu3507	0	1	0	0	0	0	0	0	0	0
otu3508	0	0	1	0	0	0	0	0	0	0
otu3511	0	0	0	0	1	0	0	0	0	0
otu3513	0	0	1	0	0	0	0	0	0	0
otu3515	0	0	0	0	0	0	0	0	1	0
otu3517	0	0	0	0	0	1	0	0	0	0
otu3518	0	0	0	0	0	0	1	0	0	0
otu3519	0	0	0	0	1	0	0	0	0	0
otu352	0	0	0	0	0	1	0	0	0	0
otu3522	0	0	0	0	1	0	0	0	0	0
otu3523	0	0	0	1	0	0	0	0	0	0
otu3524	0	0	0	0	0	1	0	0	0	0
otu3525	0	0	0	0	1	0	0	0	0	0
otu3527	0	0	0	0	0	0	0	0	1	0
otu3528	0	0	1	0	0	0	0	0	0	0
otu3529	0	0	0	0	0	0	0	1	0	0
otu353	0	0	1	0	0	0	0	0	0	0
otu3530	0	0	0	0	0	0	0	0	0	1
otu3533	0	0	0	1	0	0	0	0	0	0
otu3534	0	1	0	0	0	0	0	0	0	0
otu3535	0	0	0	0	1	0	0	0	0	0
otu3536	0	0	0	0	0	0	1	0	0	0
otu3538	0	0	0	1	0	0	0	0	0	0
otu3540	0	0	0	0	0	0	0	0	0	1
otu3541	0	0	1	0	0	0	0	0	0	0
otu3542	0	0	0	0	1	0	0	0	0	0
otu3544	0	0	0	0	0	0	0	0	1	0
otu3545	0	0	1	0	0	0	0	0	0	0
otu3546	0	0	0	0	0	0	1	0	0	0
otu3547	1	0	0	0	0	0	0	0	0	0
otu3548	0	0	0	1	0	0	0	0	0	0
otu3550	0	0	1	0	0	0	0	0	0	0
otu3553	0	0	0	0	0	0	0	0	1	0
otu3554	0	0	0	0	0	1	0	0	0	0
otu3557	1	0	0	0	0	0	0	0	0	0
otu3559	0	1	0	0	0	0	0	0	0	0
otu3560	1	0	0	0	0	0	0	0	0	0
otu3561	0	0	0	0	1	0	0	0	0	0
otu3564	0	0	0	0	0	0	0	0	1	0
otu3566	0	0	0	0	0	0	0	1	0	0
otu3568	0	0	0	1	0	0	0	0	0	0
otu3569	0	0	0	0	1	0	0	0	0	0
otu357	0	1	0	0	0	0	0	0	0	0
otu3570	0	0	0	0	0	0	0	1	0	0
otu3571	0	1	0	0	0	0	0	0	0	0
otu3572	0	0	0	0	0	0	0	0	1	0
otu3573	0	0	0	0	0	0	0	0	1	0
otu3574	0	0	0	1	0	0	0	0	0	0
otu3575	1	0	0	0	0	0	0	0	0	0
otu3577	0	0	1	0	0	0	0	0	0	0
otu3578	0	1	0	0	0	0	0	0	0	0
otu3579	0	0	0	1	0	0	0	0	0	0
otu358	0	0	0	0	0	0	1	0	0	0
otu3580	0	0	0	0	0	1	0	0	0	0
otu3581	0	0	0	0	0	0	0	0	1	0
otu3584	0	0	0	0	0	1	0	0	0	0
otu3585	0	0	0	0	0	0	0	0	0	1
otu3586	0	0	0	0	0	1	0	0	0	0
otu3587	0	0	0	1	0	0	0	0	0	0
otu3589	0	0	0	0	0	0	0	0	1	0
otu3590	0	0	0	0	0	0	0	0	1	0
otu3591	1	0	0	0	0	0	0	0	0	0
otu3592	0	1	0	0	0	0	0	0	0	0
otu3593	0	0	0	0	1	0	0	0	0	0
otu3594	0	0	0	0	1	0	0	0	0	0
otu3595	0	0	0	0	0	0	1	0	0	0
otu3596	0	0	0	0	1	0	0	0	0	0
otu3597	0	0	0	1	0	0	0	0	0	0
otu3598	0	0	0	0	0	0	0	0	0	1
otu3599	0	0	0	0	0	0	0	0	1	0
otu3600	0	0	0	0	0	0	1	0	0	0
otu3602	0	0	1	0	0	0	0	0	0	0
otu3605	0	0	0	1	0	0	0	0	0	0
otu3607	0	0	0	0	0	1	0	0	0	0
otu3608	0	1	0	0	0	0	0	0	0	0
otu361	0	0	0	1	0	0	0	0	0	0
otu3610	0	0	1	0	0	0	0	0	0	0
otu3611	0	0	0	0	0	0	0	0	1	0
otu3612	0	0	1	0	0	0	0	0	0	0
otu3613	1	0	0	0	0	0	0	0	0	0
otu3614	0	1	0	0	0	0	0	0	0	0
otu3615	0	0	0	0	0	1	0	0	0	0
otu3616	0	0	0	0	1	0	0	0	0	0
otu3617	1	0	0	0	0	0	0	0	0	0
otu3620	0	0	0	1	0	0	0	0	0	0
otu3621	0	1	0	0	0	0	0	0	0	0
otu3622	0	0	1	0	0	0	0	0	0	0
otu3626	1	0	0	0	0	0	0	0	0	0
otu3627	0	0	0	0	0	1	0	0	0	0
otu3629	0	0	0	0	1	0	0	0	0	0
otu363	0	0	0	0	0	0	0	0	1	0
otu3631	0	1	0	0	0	0	0	0	0	0
otu3633	0	0	1	0	0	0	0	0	0	0
otu3637	0	0	0	0	1	0	0	0	0	0
otu3639	0	0	0	0	1	0	0	0	0	0
otu3640	0	0	1	0	0	0	0	0	0	0
otu3642	0	0	1	0	0	0	0	0	0	0
otu3644	0	0	0	0	0	1	0	0	0	0
otu3645	0	0	0	0	1	0	0	0	0	0
otu3647	0	0	0	0	0	0	1	0	0	0
otu3648	0	0	1	0	0	0	0	0	0	0
otu3649	0	0	0	1	0	0	0	0	0	0
otu365	1	0	0	0	0	0	0	0	0	0
otu3655	0	0	0	1	0	0	0	0	0	0
otu3661	1	0	0	0	0	0	0	0	0	0
otu3663	0	0	0	0	0	0	0	0	1	0
otu3664	0	0	0	0	1	0	0	0	0	0
otu3665	0	0	0	0	0	0	0	0	1	0
otu3668	0	0	0	0	0	0	0	1	0	0
otu3669	0	0	0	0	0	1	0	0	0	0
otu3671	0	0	0	0	1	0	0	0	0	0
otu3674	0	1	0	0	0	0	0	0	0	0
otu3675	0	0	0	1	0	0	0	0	0	0
otu3676	0	0	0	0	0	1	0	0	0	0
otu3677	0	0	0	1	0	0	0	0	0	0
otu3678	0	0	0	0	0	1	0	0	0	0
otu3679	0	0	0	0	0	0	1	0	0	0
otu368	1	0	0	0	0	0	0	0	0	0
otu3680	0	0	0	0	0	0	0	0	1	0
otu3681	0	0	0	0	1	0	0	0	0	0
otu3682	0	0	0	0	0	0	0	1	0	0
otu3683	0	0	0	0	1	0	0	0	0	0
otu3684	0	0	0	0	0	0	0	1	0	0
otu3687	0	0	0	0	0	1	0	0	0	0
otu3688	0	1	0	0	0	0	0	0	0	0
otu3689	0	0	0	0	0	0	0	1	0	0
otu3690	1	0	0	0	0	0	0	0	0	0
otu3691	0	0	0	0	1	0	0	0	0	0
otu3695	0	0	1	0	0	0	0	0	0	0
otu3697	0	0	0	0	0	0	0	0	0	1
otu3698	0	0	0	0	0	0	1	0	0	0
otu3699	1	0	0	0	0	0	0	0	0	0
otu3701	0	0	0	0	0	0	0	0	1	0
otu3702	0	0	0	0	0	0	1	0	0	0
otu3703	0	0	0	0	0	0	0	1	0	0
otu3706	1	0	0	0	0	0	0	0	0	0
otu3708	1	0	0	0	0	0	0	0	0	0
otu371	0	0	0	0	0	0	1	0	0	0
otu3712	0	1	0	0	0	0	0	0	0	0
otu3713	0	1	0	0	0	0	0	0	0	0
otu3714	0	0	0	0	1	0	0	0	0	0
otu3715	0	0	1	0	0	0	0	0	0	0
otu3716	0	0	1	0	0	0	0	0	0	0
otu3717	0	1	0	0	0	0	0	0	0	0
otu3718	0	0	0	0	1	0	0	0	0	0
otu3720	0	0	0	0	1	0	0	0	0	0
otu3722	0	0	0	0	1	0	0	0	0	0
otu3725	0	0	0	0	1	0	0	0	0	0
otu3726	0	0	0	1	0	0	0	0	0	0
otu3727	1	0	0	0	0	0	0	0	0	0
otu3728	0	0	0	1	0	0	0	0	0	0
otu3730	0	1	0	0	0	0	0	0	0	0
otu3732	0	0	0	0	0	0	1	0	0	0
otu3733	0	0	1	0	0	0	0	0	0	0
otu3735	0	0	0	0	1	0	0	0	0	0
otu3738	0	1	0	0	0	0	0	0	0	0
otu3739	0	0	1	0	0	0	0	0	0	0
otu374	1	0	0	0	0	0	0	0	0	0
otu3741	0	0	0	1	0	0	0	0	0	0
otu3742	1	0	0	0	0	0	0	0	0	0
otu3744	0	0	0	1	0	0	0	0	0	0
otu375	0	0	0	0	1	0	0	0	0	0
otu3750	0	0	0	1	0	0	0	0	0	0
otu3751	1	0	0	0	0	0	0	0	0	0
otu3757	0	0	0	0	1	0	0	0	0	0
otu3758	0	1	0	0	0	0	0	0	0	0
otu376	0	0	0	0	0	1	0	0	0	0
otu3760	0	0	0	0	1	0	0	0	0	0
otu3761	0	0	0	0	0	0	1	0	0	0
otu3762	0	0	0	0	0	0	0	1	0	0
otu3763	0	0	0	0	0	0	1	0	0	0
otu3764	0	0	0	0	0	0	1	0	0	0
otu3765	0	0	0	0	0	0	0	1	0	0
otu3766	0	1	0	0	0	0	0	0	0	0
otu3769	0	0	0	0	0	0	0	0	1	0
otu3772	0	0	0	1	0	0	0	0	0	0
otu3773	0	1	0	0	0	0	0	0	0	0
otu3775	0	1	0	0	0	0	0	0	0	0
otu3776	0	0	0	0	0	1	0	0	0	0
otu3777	0	0	0	0	1	0	0	0	0	0
otu3778	0	0	0	0	1	0	0	0	0	0
otu3779	0	0	0	0	0	1	0	0	0	0
otu3780	0	0	0	1	0	0	0	0	0	0
otu3781	0	1	0	0	0	0	0	0	0	0
otu3782	0	0	1	0	0	0	0	0	0	0
otu3783	0	0	0	0	0	0	0	0	1	0
otu3784	0	1	0	0	0	0	0	0	0	0
otu3785	0	0	1	0	0	0	0	0	0	0
otu3787	0	0	0	1	0	0	0	0	0	0
otu3788	0	0	0	1	0	0	0	0	0	0
otu3789	0	0	0	1	0	0	0	0	0	0
otu379	0	0	1	0	0	0	0	0	0	0
otu3790	0	0	0	1	0	0	0	0	0	0
otu3791	0	1	0	0	0	0	0	0	0	0
otu3793	0	0	0	1	0	0	0	0	0	0
otu3794	0	0	0	0	1	0	0	0	0	0
otu3795	0	1	0	0	0	0	0	0	0	0
otu3796	0	0	0	0	1	0	0	0	0	0
otu3797	1	0	0	0	0	0	0	0	0	0
otu3798	0	1	0	0	0	0	0	0	0	0
otu3799	1	0	0	0	0	0	0	0	0	0
otu38	0	1	0	0	0	0	0	0	0	0
otu3800	0	1	0	0	0	0	0	0	0	0
otu3801	0	0	1	0	0	0	0	0	0	0
otu3806	0	0	0	1	0	0	0	0	0	0
otu3807	0	0	0	0	1	0	0	0	0	0
otu3809	0	0	0	0	0	1	0	0	0	0
otu381	0	0	0	0	0	0	0	0	1	0
otu3812	0	0	0	1	0	0	0	0	0	0
otu3813	1	0	0	0	0	0	0	0	0	0
otu3814	0	0	0	0	0	0	0	0	1	0
otu3815	0	0	1	0	0	0	0	0	0	0
otu3817	0	1	0	0	0	0	0	0	0	0
otu3818	0	0	0	0	1	0	0	0	0	0
otu3819	0	0	0	0	0	0	1	0	0	0
otu382	0	0	0	0	0	0	0	0	0	1
otu3820	0	1	0	0	0	0	0	0	0	0
otu3821	0	0	0	0	0	0	1	0	0	0
otu3823	0	0	0	0	1	0	0	0	0	0
otu3824	0	0	0	1	0	0	0	0	0	0
otu3825	0	1	0	0	0	0	0	0	0	0
otu3826	1	0	0	0	0	0	0	0	0	0
otu3828	0	1	0	0	0	0	0	0	0	0
otu3829	0	0	1	0	0	0	0	0	0	0
otu3831	0	0	0	0	1	0	0	0	0	0
otu3832	0	0	0	0	0	0	1	0	0	0
otu3833	1	0	0	0	0	0	0	0	0	0
otu3837	0	0	0	0	0	1	0	0	0	0
otu3838	0	0	0	0	0	1	0	0	0	0
otu3839	0	1	0	0	0	0	0	0	0	0
otu384	0	0	0	0	0	0	1	0	0	0
otu3841	0	0	1	0	0	0	0	0	0	0
otu3842	0	0	0	0	0	0	1	0	0	0
otu3845	0	1	0	0	0	0	0	0	0	0
otu3846	0	0	0	0	0	1	0	0	0	0
otu3847	0	0	0	0	0	0	0	1	0	0
otu3851	0	1	0	0	0	0	0	0	0	0
otu3853	0	0	0	0	0	0	1	0	0	0
otu3854	0	0	0	0	1	0	0	0	0	0
otu3855	0	0	0	0	0	1	0	0	0	0
otu3857	0	0	0	0	0	0	1	0	0	0
otu3859	0	1	0	0	0	0	0	0	0	0
otu3861	0	1	0	0	0	0	0	0	0	0
otu3862	0	0	1	0	0	0	0	0	0	0
otu3864	0	0	0	0	0	1	0	0	0	0
otu3867	0	0	0	1	0	0	0	0	0	0
otu3871	0	0	0	0	0	0	1	0	0	0
otu3872	0	0	0	0	0	1	0	0	0	0
otu3873	0	0	0	0	0	1	0	0	0	0
otu3874	0	0	0	1	0	0	0	0	0	0
otu3875	0	0	0	0	0	0	1	0	0	0
otu3876	0	0	0	0	1	0	0	0	0	0
otu3877	0	0	1	0	0	0	0	0	0	0
otu3878	0	0	0	1	0	0	0	0	0	0
otu388	1	0	0	0	0	0	0	0	0	0
otu3880	0	0	0	0	0	0	0	0	0	1
otu3881	0	0	1	0	0	0	0	0	0	0
otu3882	0	0	0	0	0	1	0	0	0	0
otu3883	0	0	0	0	0	0	0	0	1	0
otu3884	0	0	0	0	0	0	1	0	0	0
otu3885	0	0	0	0	1	0	0	0	0	0
otu3886	0	0	0	0	0	0	0	0	0	1
otu3887	0	0	0	0	1	0	0	0	0	0
otu3889	0	0	0	1	0	0	0	0	0	0
otu389	1	0	0	0	0	0	0	0	0	0
otu3890	0	0	0	0	0	0	1	0	0	0
otu3891	1	0	0	0	0	0	0	0	0	0
otu3892	0	0	0	1	0	0	0	0	0	0
otu3893	0	0	0	0	1	0	0	0	0	0
otu3894	0	0	0	0	1	0	0	0	0	0
otu3895	1	0	0	0	0	0	0	0	0	0
otu3896	0	1	0	0	0	0	0	0	0	0
otu3897	0	0	1	0	0	0	0	0	0	0
otu3898	0	1	0	0	0	0	0	0	0	0
otu3899	0	0	0	0	1	0	0	0	0	0
otu39	1	0	0	0	0	0	0	0	0	0
otu3900	0	0	0	0	1	0	0	0	0	0
otu3903	0	0	0	0	1	0	0	0	0	0
otu3904	0	0	0	0	0	0	0	0	0	1
otu3906	0	0	1	0	0	0	0	0	0	0
otu3907	0	0	0	0	0	0	0	0	0	1
otu3908	0	0	0	0	0	0	0	0	1	0
otu3909	0	0	0	0	0	0	0	0	1	0
otu3910	0	0	0	0	0	0	0	0	1	0
otu3911	0	1	0	0	0	0	0	0	0	0
otu3912	0	0	0	0	0	0	0	0	1	0
otu3913	0	0	0	0	0	0	1	0	0	0
otu3915	0	0	0	0	0	0	0	0	1	0
otu3916	1	0	0	0	0	0	0	0	0	0
otu3918	1	0	0	0	0	0	0	0	0	0
otu3919	0	0	0	0	0	0	1	0	0	0
otu3921	0	0	0	0	0	1	0	0	0	0
otu3922	0	0	0	0	0	0	0	0	0	1
otu3923	1	0	0	0	0	0	0	0	0	0
otu3925	0	0	0	0	1	0	0	0	0	0
otu3928	0	0	0	0	0	1	0	0	0	0
otu3929	0	0	0	0	1	0	0	0	0	0
otu393	1	0	0	0	0	0	0	0	0	0
otu3930	0	0	0	0	1	0	0	0	0	0
otu3931	0	0	0	0	0	0	1	0	0	0
otu3933	0	0	0	0	0	0	0	1	0	0
otu3934	0	0	0	0	0	0	1	0	0	0
otu3935	0	0	0	0	0	0	1	0	0	0
otu3937	0	0	0	0	0	0	0	0	1	0
otu3938	0	0	0	1	0	0	0	0	0	0
otu3939	0	0	0	1	0	0	0	0	0	0
otu3940	0	0	0	0	0	0	0	1	0	0
otu3943	0	0	0	0	0	0	1	0	0	0
otu3944	0	0	0	0	1	0	0	0	0	0
otu3951	0	1	0	0	0	0	0	0	0	0
otu3952	0	0	0	0	1	0	0	0	0	0
otu3953	0	0	0	0	0	0	0	0	1	0
otu3957	0	0	0	0	1	0	0	0	0	0
otu3958	0	1	0	0	0	0	0	0	0	0
otu3959	0	0	0	0	1	0	0	0	0	0
otu396	0	0	0	0	0	0	0	0	0	1
otu3961	0	0	0	0	0	1	0	0	0	0
otu3963	1	0	0	0	0	0	0	0	0	0
otu3966	0	0	1	0	0	0	0	0	0	0
otu3967	0	0	0	0	0	0	1	0	0	0
otu3968	0	0	0	0	0	0	1	0	0	0
otu3969	0	0	0	0	0	0	1	0	0	0
otu397	0	0	0	0	0	0	0	0	0	1
otu3970	0	0	0	1	0	0	0	0	0	0
otu3972	0	0	0	0	0	0	1	0	0	0
otu3974	0	0	1	0	0	0	0	0	0	0
otu3977	1	0	0	0	0	0	0	0	0	0
otu3978	0	0	0	0	0	0	0	0	1	0
otu398	1	0	0	0	0	0	0	0	0	0
otu3986	1	0	0	0	0	0	0	0	0	0
otu3988	1	0	0	0	0	0	0	0	0	0
otu3989	0	0	0	1	0	0	0	0	0	0
otu399	1	0	0	0	0	0	0	0	0	0
otu3991	0	0	1	0	0	0	0	0	0	0
otu3993	0	0	1	0	0	0	0	0	0	0
otu3995	0	0	0	1	0	0	0	0	0	0
otu3996	1	0	0	0	0	0	0	0	0	0
otu40	1	0	0	0	0	0	0	0	0	0
otu400	0	0	1	0	0	0	0	0	0	0
otu4001	0	0	0	0	0	0	0	0	1	0
otu4003	0	0	1	0	0	0	0	0	0	0
otu4004	0	0	0	0	0	0	1	0	0	0
otu4005	1	0	0	0	0	0	0	0	0	0
otu4006	0	1	0	0	0	0	0	0	0	0
otu4008	0	0	0	0	0	0	0	1	0	0
otu4009	0	0	0	0	0	1	0	0	0	0
otu4011	0	0	0	1	0	0	0	0	0	0
otu4012	0	0	0	0	1	0	0	0	0	0
otu4013	0	0	0	0	1	0	0	0	0	0
otu4017	1	0	0	0	0	0	0	0	0	0
otu4021	0	0	0	0	1	0	0	0	0	0
otu4023	0	0	0	0	0	0	0	0	1	0
otu4024	0	0	0	0	1	0	0	0	0	0
otu4026	0	0	0	0	0	0	0	0	1	0
otu4027	0	1	0	0	0	0	0	0	0	0
otu4029	0	0	1	0	0	0	0	0	0	0
otu4033	0	0	0	0	0	0	0	0	0	1
otu4035	1	0	0	0	0	0	0	0	0	0
otu4036	0	0	0	0	0	1	0	0	0	0
otu4041	0	1	0	0	0	0	0	0	0	0
otu4042	0	0	0	0	0	0	1	0	0	0
otu4043	1	0	0	0	0	0	0	0	0	0
otu4044	0	0	0	1	0	0	0	0	0	0
otu4045	0	1	0	0	0	0	0	0	0	0
otu4048	0	0	0	0	0	0	1	0	0	0
otu4049	1	0	0	0	0	0	0	0	0	0
otu405	1	0	0	0	0	0	0	0	0	0
otu4050	0	1	0	0	0	0	0	0	0	0
otu4051	0	0	1	0	0	0	0	0	0	0
otu4053	0	0	0	0	1	0	0	0	0	0
otu4055	0	0	0	1	0	0	0	0	0	0
otu4056	1	0	0	0	0	0	0	0	0	0
otu4057	0	1	0	0	0	0	0	0	0	0
otu4059	0	0	0	1	0	0	0	0	0	0
otu4063	0	0	0	1	0	0	0	0	0	0
otu4065	0	1	0	0	0	0	0	0	0	0
otu407	0	0	0	1	0	0	0	0	0	0
otu4070	1	0	0	0	0	0	0	0	0	0
otu4071	0	0	0	0	0	0	0	1	0	0
otu4072	0	1	0	0	0	0	0	0	0	0
otu4074	1	0	0	0	0	0	0	0	0	0
otu4078	0	0	0	0	0	1	0	0	0	0
otu4079	0	1	0	0	0	0	0	0	0	0
otu4080	0	1	0	0	0	0	0	0	0	0
otu4082	0	0	0	1	0	0	0	0	0	0
otu4083	0	1	0	0	0	0	0	0	0	0
otu4088	0	0	1	0	0	0	0	0	0	0
otu4089	0	0	0	0	0	0	1	0	0	0
otu409	1	0	0	0	0	0	0	0	0	0
otu4090	0	0	0	0	0	0	0	0	1	0
otu4091	0	0	0	0	0	1	0	0	0	0
otu4093	0	0	1	0	0	0	0	0	0	0
otu4094	0	0	0	1	0	0	0	0	0	0
otu4096	0	1	0	0	0	0	0	0	0	0
otu4097	0	0	1	0	0	0	0	0	0	0
otu4098	0	0	0	0	0	0	0	0	1	0
otu41	0	0	0	0	0	0	1	0	0	0
otu4100	0	0	0	1	0	0	0	0	0	0
otu4101	0	0	0	0	1	0	0	0	0	0
otu4103	0	0	0	0	0	0	0	0	1	0
otu4104	0	0	0	0	0	0	0	0	1	0
otu4105	0	0	1	0	0	0	0	0	0	0
otu4108	0	0	1	0	0	0	0	0	0	0
otu411	0	0	0	0	0	1	0	0	0	0
otu4111	0	0	0	0	0	0	0	0	0	1
otu4112	0	0	0	0	0	0	0	0	1	0
otu4114	0	1	0	0	0	0	0	0	0	0
