OTU ID	HE327A	HE327C	HE327D	HE327E	HE327F	HE327G	HE327J	HE327K	HE327L	HE327N
otu7748	0	0	0	0	0	1	0	0	0	0
otu7749	0	0	0	0	0	1	0	0	0	0
otu7752	0	0	1	0	0	0	0	0	0	0
otu7754	0	0	0	0	1	0	0	0	0	0
otu7758	0	1	0	0	0	0	0	0	0	0
otu7763	0	0	0	1	0	0	0	0	0	0
otu7764	0	0	1	0	0	0	0	0	0	0
otu7765	0	0	0	0	1	0	0	0	0	0
otu7766	0	0	0	1	0	0	0	0	0	0
otu7767	0	0	0	0	0	1	0	0	0	0
otu7768	0	0	0	0	0	1	0	0	0	0
otu7769	0	0	1	0	0	0	0	0	0	0
otu777	0	0	0	1	0	0	0	0	0	0
otu7771	0	0	0	0	0	0	1	0	0	0
otu7775	0	0	0	0	0	1	0	0	0	0
otu7778	1	0	0	0	0	0	0	0	0	0
otu7779	0	0	0	0	0	0	0	0	0	1
otu7781	0	0	1	0	0	0	0	0	0	0
otu7782	0	0	0	0	0	1	0	0	0	0
otu7784	0	0	0	0	0	0	1	0	0	0
otu7786	1	0	0	0	0	0	0	0	0	0
otu7788	1	0	0	0	0	0	0	0	0	0
otu779	0	0	0	0	0	0	1	0	0	0
otu7790	0	0	0	0	0	0	0	0	1	0
otu7791	0	0	0	0	1	0	0	0	0	0
otu7795	0	0	0	0	1	0	0	0	0	0
otu7798	0	0	1	0	0	0	0	0	0	0
otu7799	0	0	1	0	0	0	0	0	0	0
otu7800	0	1	0	0	0	0	0	0	0	0
otu7801	0	0	0	0	1	0	0	0	0	0
otu7802	0	0	0	0	0	1	0	0	0	0
otu7810	0	0	1	0	0	0	0	0	0	0
otu7812	0	0	0	0	0	0	0	0	1	0
otu7813	0	0	0	0	1	0	0	0	0	0
otu7817	0	0	0	0	1	0	0	0	0	0
otu7818	0	0	1	0	0	0	0	0	0	0
otu7820	0	0	0	0	0	1	0	0	0	0
otu7821	0	0	0	1	0	0	0	0	0	0
otu7823	0	1	0	0	0	0	0	0	0	0
otu7824	0	1	0	0	0	0	0	0	0	0
otu7825	1	0	0	0	0	0	0	0	0	0
otu7826	0	0	1	0	0	0	0	0	0	0
otu7827	1	0	0	0	0	0	0	0	0	0
otu7828	0	0	0	0	1	0	0	0	0	0
otu7829	0	0	0	0	0	0	1	0	0	0
otu783	0	1	0	0	0	0	0	0	0	0
otu7830	0	0	0	0	1	0	0	0	0	0
otu7831	0	0	0	0	1	0	0	0	0	0
otu7832	0	0	0	0	0	0	0	1	0	0
otu7836	0	0	0	0	1	0	0	0	0	0
otu7837	0	0	0	1	0	0	0	0	0	0
otu7839	0	0	0	0	1	0	0	0	0	0
otu784	0	0	0	1	0	0	0	0	0	0
otu7841	0	0	0	0	0	0	0	0	0	1
otu7842	0	0	0	0	1	0	0	0	0	0
otu7843	0	0	0	0	0	0	0	0	1	0
otu7845	0	0	1	0	0	0	0	0	0	0
otu7846	0	0	0	0	0	0	1	0	0	0
otu7849	1	0	0	0	0	0	0	0	0	0
otu7850	0	0	0	0	0	1	0	0	0	0
otu7851	0	0	0	0	0	0	1	0	0	0
otu7852	1	0	0	0	0	0	0	0	0	0
otu7857	0	0	0	0	1	0	0	0	0	0
otu7858	0	0	0	1	0	0	0	0	0	0
otu7859	0	1	0	0	0	0	0	0	0	0
otu786	0	0	1	0	0	0	0	0	0	0
otu7860	1	0	0	0	0	0	0	0	0	0
otu7863	1	0	0	0	0	0	0	0	0	0
otu7866	0	0	1	0	0	0	0	0	0	0
otu7867	0	0	0	1	0	0	0	0	0	0
otu7869	0	0	0	0	1	0	0	0	0	0
otu7870	1	0	0	0	0	0	0	0	0	0
otu7871	0	0	0	1	0	0	0	0	0	0
otu7875	0	0	0	0	0	0	0	0	1	0
otu7877	0	0	0	0	0	0	1	0	0	0
otu7878	0	1	0	0	0	0	0	0	0	0
otu7879	1	0	0	0	0	0	0	0	0	0
otu788	0	1	0	0	0	0	0	0	0	0
otu7881	0	0	0	0	0	0	0	1	0	0
otu7883	1	0	0	0	0	0	0	0	0	0
otu7884	0	1	0	0	0	0	0	0	0	0
otu7885	1	0	0	0	0	0	0	0	0	0
otu7886	0	0	0	1	0	0	0	0	0	0
otu7890	0	0	0	0	0	1	0	0	0	0
otu7891	0	0	1	0	0	0	0	0	0	0
otu7892	0	1	0	0	0	0	0	0	0	0
otu7895	0	0	0	1	0	0	0	0	0	0
otu7896	1	0	0	0	0	0	0	0	0	0
otu7897	0	0	0	1	0	0	0	0	0	0
otu7898	1	0	0	0	0	0	0	0	0	0
otu7899	0	0	0	1	0	0	0	0	0	0
otu790	0	0	0	0	0	0	0	1	0	0
otu7900	0	0	0	1	0	0	0	0	0	0
otu7902	0	0	0	0	0	0	1	0	0	0
otu7905	0	0	0	0	1	0	0	0	0	0
otu7906	0	0	1	0	0	0	0	0	0	0
otu7907	0	0	0	0	0	0	1	0	0	0
otu791	0	1	0	0	0	0	0	0	0	0
otu7914	0	1	0	0	0	0	0	0	0	0
otu7916	0	0	1	0	0	0	0	0	0	0
otu7917	0	0	0	0	0	0	1	0	0	0
otu7918	0	0	0	0	0	0	0	0	0	1
otu7919	1	0	0	0	0	0	0	0	0	0
otu7921	0	0	0	0	1	0	0	0	0	0
otu7922	0	0	0	0	1	0	0	0	0	0
otu7925	0	0	0	0	0	0	0	1	0	0
otu7926	0	1	0	0	0	0	0	0	0	0
otu7927	0	0	0	0	0	1	0	0	0	0
otu7930	0	0	0	0	1	0	0	0	0	0
otu7931	0	0	0	1	0	0	0	0	0	0
otu7932	1	0	0	0	0	0	0	0	0	0
otu7934	1	0	0	0	0	0	0	0	0	0
otu7938	0	0	0	0	0	0	0	1	0	0
otu7939	0	0	1	0	0	0	0	0	0	0
otu794	0	1	0	0	0	0	0	0	0	0
otu7942	0	0	0	0	0	1	0	0	0	0
otu7945	0	1	0	0	0	0	0	0	0	0
otu7946	0	0	1	0	0	0	0	0	0	0
otu7947	0	1	0	0	0	0	0	0	0	0
otu7948	1	0	0	0	0	0	0	0	0	0
otu7950	0	0	0	0	0	0	0	0	1	0
otu7951	0	0	0	0	1	0	0	0	0	0
otu7952	0	0	1	0	0	0	0	0	0	0
otu7954	0	0	0	0	0	0	1	0	0	0
otu7955	0	0	0	1	0	0	0	0	0	0
otu7956	1	0	0	0	0	0	0	0	0	0
otu7958	0	1	0	0	0	0	0	0	0	0
otu7959	0	0	0	0	1	0	0	0	0	0
otu7960	1	0	0	0	0	0	0	0	0	0
otu7961	0	0	0	0	1	0	0	0	0	0
otu7962	0	0	0	0	0	0	1	0	0	0
otu7963	0	1	0	0	0	0	0	0	0	0
otu7965	0	0	1	0	0	0	0	0	0	0
otu7969	1	0	0	0	0	0	0	0	0	0
otu797	0	0	0	0	0	0	0	0	1	0
otu7971	0	0	0	0	1	0	0	0	0	0
otu7973	1	0	0	0	0	0	0	0	0	0
otu7974	0	0	1	0	0	0	0	0	0	0
otu7977	0	0	1	0	0	0	0	0	0	0
otu7978	0	1	0	0	0	0	0	0	0	0
otu7979	0	1	0	0	0	0	0	0	0	0
otu798	0	0	0	0	0	0	0	0	1	0
otu7980	0	0	1	0	0	0	0	0	0	0
otu7982	0	0	0	0	0	0	0	0	1	0
otu7984	0	1	0	0	0	0	0	0	0	0
otu7985	0	0	0	1	0	0	0	0	0	0
otu7987	1	0	0	0	0	0	0	0	0	0
otu7988	0	0	0	0	0	0	0	1	0	0
otu7989	1	0	0	0	0	0	0	0	0	0
otu7991	0	0	1	0	0	0	0	0	0	0
otu7993	0	0	0	0	0	0	1	0	0	0
otu7994	0	0	0	0	0	0	1	0	0	0
otu8	0	0	0	0	0	0	0	0	0	1
otu800	0	0	0	0	0	0	0	0	0	1
otu8000	0	0	0	0	0	0	1	0	0	0
otu8001	0	0	0	0	1	0	0	0	0	0
otu8004	0	0	0	0	0	0	1	0	0	0
otu8005	0	0	0	1	0	0	0	0	0	0
otu801	0	0	0	0	1	0	0	0	0	0
otu8010	0	0	0	0	1	0	0	0	0	0
otu8011	0	0	0	0	1	0	0	0	0	0
otu8012	0	0	0	0	1	0	0	0	0	0
otu8014	0	1	0	0	0	0	0	0	0	0
otu8017	0	0	1	0	0	0	0	0	0	0
otu8018	0	0	0	0	0	0	0	0	0	1
otu8019	0	0	0	0	0	1	0	0	0	0
otu802	0	1	0	0	0	0	0	0	0	0
otu8021	0	0	0	0	0	0	0	1	0	0
otu8024	0	0	0	0	0	0	0	0	1	0
otu8027	0	0	1	0	0	0	0	0	0	0
otu8029	1	0	0	0	0	0	0	0	0	0
otu8030	0	0	0	1	0	0	0	0	0	0
otu8031	0	0	0	0	1	0	0	0	0	0
otu8032	0	0	0	0	0	1	0	0	0	0
otu8033	0	0	0	0	0	0	0	0	1	0
otu8034	0	0	0	1	0	0	0	0	0	0
otu8035	0	0	0	0	1	0	0	0	0	0
otu8036	0	0	0	1	0	0	0	0	0	0
otu8039	0	1	0	0	0	0	0	0	0	0
otu8040	0	0	1	0	0	0	0	0	0	0
otu8041	0	0	0	1	0	0	0	0	0	0
otu8043	0	0	0	0	0	0	1	0	0	0
otu8045	0	0	0	0	0	0	1	0	0	0
otu8046	0	0	1	0	0	0	0	0	0	0
otu8048	0	0	0	0	0	0	0	0	1	0
otu8052	0	0	0	0	0	1	0	0	0	0
otu8055	0	0	1	0	0	0	0	0	0	0
otu8056	0	0	1	0	0	0	0	0	0	0
otu8057	0	0	0	0	0	0	1	0	0	0
otu8058	0	0	1	0	0	0	0	0	0	0
otu8059	0	0	0	0	0	1	0	0	0	0
otu8060	0	0	1	0	0	0	0	0	0	0
otu8061	0	0	0	1	0	0	0	0	0	0
otu8064	0	0	1	0	0	0	0	0	0	0
otu8065	0	0	0	0	0	1	0	0	0	0
otu8071	0	0	0	0	0	0	0	0	1	0
otu8073	0	1	0	0	0	0	0	0	0	0
otu8074	0	1	0	0	0	0	0	0	0	0
otu8075	1	0	0	0	0	0	0	0	0	0
otu8079	0	0	0	1	0	0	0	0	0	0
otu8080	0	0	1	0	0	0	0	0	0	0
otu8081	0	0	0	0	0	0	1	0	0	0
otu8082	0	1	0	0	0	0	0	0	0	0
otu8083	0	0	1	0	0	0	0	0	0	0
otu8084	0	0	0	0	0	1	0	0	0	0
otu8085	0	0	0	0	0	0	1	0	0	0
otu8086	0	0	0	0	1	0	0	0	0	0
otu8087	0	0	0	1	0	0	0	0	0	0
otu8088	0	1	0	0	0	0	0	0	0	0
otu8091	0	0	0	0	1	0	0	0	0	0
otu8095	0	0	0	0	0	1	0	0	0	0
otu8098	0	0	0	1	0	0	0	0	0	0
otu8099	0	0	0	0	0	0	0	1	0	0
otu8101	0	0	0	0	0	0	0	1	0	0
otu8102	0	0	0	1	0	0	0	0	0	0
otu8108	0	0	0	1	0	0	0	0	0	0
otu8109	0	0	0	0	1	0	0	0	0	0
otu8110	0	0	0	0	0	1	0	0	0	0
otu8111	0	0	0	0	0	0	0	0	1	0
otu8113	0	0	0	1	0	0	0	0	0	0
otu8114	0	0	1	0	0	0	0	0	0	0
otu8116	1	0	0	0	0	0	0	0	0	0
otu8117	0	1	0	0	0	0	0	0	0	0
otu812	0	0	1	0	0	0	0	0	0	0
otu8120	0	0	0	0	0	0	1	0	0	0
otu8125	0	1	0	0	0	0	0	0	0	0
otu8126	0	0	1	0	0	0	0	0	0	0
otu8127	0	0	0	0	0	1	0	0	0	0
otu8131	0	0	0	0	0	0	1	0	0	0
otu8133	1	0	0	0	0	0	0	0	0	0
otu8135	0	0	0	1	0	0	0	0	0	0
otu8136	0	0	0	0	1	0	0	0	0	0
otu8138	0	1	0	0	0	0	0	0	0	0
otu8139	0	0	0	0	1	0	0	0	0	0
otu8140	0	1	0	0	0	0	0	0	0	0
otu8141	1	0	0	0	0	0	0	0	0	0
otu8142	1	0	0	0	0	0	0	0	0	0
otu8144	0	0	0	0	0	0	1	0	0	0
otu8145	0	1	0	0	0	0	0	0	0	0
otu8146	0	0	1	0	0	0	0	0	0	0
otu8147	0	0	0	0	1	0	0	0	0	0
otu8149	0	0	0	0	0	0	0	1	0	0
otu815	0	0	0	1	0	0	0	0	0	0
otu8150	0	0	0	0	0	0	1	0	0	0
otu8152	0	0	0	1	0	0	0	0	0	0
otu8158	0	0	0	0	1	0	0	0	0	0
otu816	0	0	0	0	0	1	0	0	0	0
otu8161	0	0	0	0	0	0	0	0	1	0
otu8163	0	0	0	0	0	0	0	0	1	0
otu8165	0	0	0	1	0	0	0	0	0	0
otu8166	0	1	0	0	0	0	0	0	0	0
otu8167	0	1	0	0	0	0	0	0	0	0
otu8168	0	0	1	0	0	0	0	0	0	0
otu8169	0	0	0	0	0	0	0	0	0	1
otu817	0	0	0	0	0	1	0	0	0	0
otu8171	0	1	0	0	0	0	0	0	0	0
otu8175	0	0	0	1	0	0	0	0	0	0
otu8177	0	0	0	1	0	0	0	0	0	0
otu8179	0	1	0	0	0	0	0	0	0	0
otu818	0	1	0	0	0	0	0	0	0	0
otu8180	0	0	0	1	0	0	0	0	0	0
otu8182	1	0	0	0	0	0	0	0	0	0
otu8183	0	0	0	1	0	0	0	0	0	0
otu8184	1	0	0	0	0	0	0	0	0	0
otu8185	0	0	0	0	1	0	0	0	0	0
otu8189	0	0	0	1	0	0	0	0	0	0
otu8190	0	0	0	0	0	0	1	0	0	0
otu8191	0	0	0	0	1	0	0	0	0	0
otu8193	0	0	0	0	1	0	0	0	0	0
otu8194	0	0	0	0	1	0	0	0	0	0
otu8195	0	0	1	0	0	0	0	0	0	0
otu8196	0	0	1	0	0	0	0	0	0	0
otu8197	0	1	0	0	0	0	0	0	0	0
otu8198	0	0	1	0	0	0	0	0	0	0
otu8199	0	0	1	0	0	0	0	0	0	0
otu820	0	0	0	0	1	0	0	0	0	0
otu8203	0	0	1	0	0	0	0	0	0	0
otu8206	1	0	0	0	0	0	0	0	0	0
otu8207	0	0	0	0	1	0	0	0	0	0
otu8209	0	0	0	0	0	0	0	0	1	0
otu8210	0	0	1	0	0	0	0	0	0	0
otu8212	0	1	0	0	0	0	0	0	0	0
otu8213	0	0	0	0	1	0	0	0	0	0
otu8215	0	0	1	0	0	0	0	0	0	0
otu8216	0	0	0	0	0	1	0	0	0	0
otu8217	0	0	0	0	1	0	0	0	0	0
otu8218	0	0	0	1	0	0	0	0	0	0
otu8219	0	0	0	0	0	0	1	0	0	0
otu822	0	0	0	0	0	1	0	0	0	0
otu8220	0	0	0	0	1	0	0	0	0	0
otu8222	0	0	0	0	1	0	0	0	0	0
otu8223	0	0	0	0	1	0	0	0	0	0
otu8227	0	0	0	0	0	0	1	0	0	0
otu823	0	0	0	1	0	0	0	0	0	0
otu8230	1	0	0	0	0	0	0	0	0	0
otu8232	1	0	0	0	0	0	0	0	0	0
otu8237	0	0	0	0	1	0	0	0	0	0
otu8241	0	0	0	0	1	0	0	0	0	0
otu8242	0	0	0	0	0	0	0	0	1	0
otu8244	0	0	1	0	0	0	0	0	0	0
otu8246	0	0	0	1	0	0	0	0	0	0
otu8254	0	0	0	0	0	0	0	0	1	0
otu8255	0	0	0	0	0	0	0	1	0	0
otu8256	0	0	0	0	0	0	1	0	0	0
otu8257	0	1	0	0	0	0	0	0	0	0
otu8260	0	0	1	0	0	0	0	0	0	0
otu8261	0	0	0	0	1	0	0	0	0	0
otu8262	0	0	0	0	1	0	0	0	0	0
otu8263	0	0	0	1	0	0	0	0	0	0
otu8266	0	0	0	1	0	0	0	0	0	0
otu8269	0	0	0	0	1	0	0	0	0	0
otu827	0	0	0	0	0	0	1	0	0	0
otu8270	0	0	0	1	0	0	0	0	0	0
otu8271	0	1	0	0	0	0	0	0	0	0
otu8272	1	0	0	0	0	0	0	0	0	0
otu8273	0	0	0	0	0	1	0	0	0	0
otu8274	0	0	1	0	0	0	0	0	0	0
otu8276	0	0	0	0	0	1	0	0	0	0
otu8277	0	0	1	0	0	0	0	0	0	0
otu8278	0	0	0	0	1	0	0	0	0	0
otu8281	0	0	0	0	0	0	0	0	1	0
otu8284	0	0	0	0	0	0	0	1	0	0
otu8285	0	0	0	0	0	0	0	0	0	1
otu8286	0	0	1	0	0	0	0	0	0	0
otu829	0	0	1	0	0	0	0	0	0	0
otu8292	1	0	0	0	0	0	0	0	0	0
otu8293	0	0	0	0	1	0	0	0	0	0
otu8294	0	0	0	1	0	0	0	0	0	0
otu8296	1	0	0	0	0	0	0	0	0	0
otu8298	0	0	0	0	0	0	0	0	1	0
otu830	0	0	0	0	0	1	0	0	0	0
otu8300	0	0	1	0	0	0	0	0	0	0
otu8301	0	0	0	1	0	0	0	0	0	0
otu8302	1	0	0	0	0	0	0	0	0	0
otu8303	0	1	0	0	0	0	0	0	0	0
otu8305	0	0	0	0	0	0	1	0	0	0
otu831	0	0	0	0	1	0	0	0	0	0
otu8311	0	0	0	1	0	0	0	0	0	0
otu8313	0	0	0	0	1	0	0	0	0	0
otu8323	0	0	0	0	1	0	0	0	0	0
otu8324	0	0	0	0	0	1	0	0	0	0
otu8325	1	0	0	0	0	0	0	0	0	0
otu8327	0	1	0	0	0	0	0	0	0	0
otu8330	0	0	0	0	1	0	0	0	0	0
otu8331	0	0	0	1	0	0	0	0	0	0
otu8332	1	0	0	0	0	0	0	0	0	0
otu8333	0	1	0	0	0	0	0	0	0	0
otu8334	0	0	0	0	0	0	0	0	0	1
otu8335	0	0	0	0	0	1	0	0	0	0
otu8336	0	1	0	0	0	0	0	0	0	0
otu8339	0	0	0	0	0	0	1	0	0	0
otu8341	0	0	0	0	0	0	0	0	0	1
otu8343	0	0	0	0	0	0	1	0	0	0
otu8344	0	0	0	0	0	0	0	1	0	0
otu8345	0	0	0	0	0	0	0	0	0	1
otu8346	0	0	0	0	0	0	0	1	0	0
otu835	1	0	0	0	0	0	0	0	0	0
otu8352	0	1	0	0	0	0	0	0	0	0
otu8355	0	0	1	0	0	0	0	0	0	0
otu8357	0	0	1	0	0	0	0	0	0	0
otu8358	0	0	0	0	0	0	1	0	0	0
otu8359	0	1	0	0	0	0	0	0	0	0
otu836	0	0	0	0	0	0	0	0	1	0
otu8360	0	1	0	0	0	0	0	0	0	0
otu8361	0	0	0	1	0	0	0	0	0	0
otu8363	0	0	1	0	0	0	0	0	0	0
otu8364	0	0	0	0	0	0	0	1	0	0
otu8365	0	0	0	1	0	0	0	0	0	0
otu8366	0	0	1	0	0	0	0	0	0	0
otu8370	0	1	0	0	0	0	0	0	0	0
otu8371	1	0	0	0	0	0	0	0	0	0
otu8373	0	0	0	0	0	1	0	0	0	0
otu8374	0	0	0	0	0	1	0	0	0	0
otu8375	0	1	0	0	0	0	0	0	0	0
otu8377	0	0	1	0	0	0	0	0	0	0
otu838	0	1	0	0	0	0	0	0	0	0
otu8380	0	1	0	0	0	0	0	0	0	0
otu8382	0	1	0	0	0	0	0	0	0	0
otu8384	0	0	0	1	0	0	0	0	0	0
otu8387	0	0	1	0	0	0	0	0	0	0
otu8388	0	0	0	0	0	0	0	1	0	0
otu839	0	0	0	0	0	1	0	0	0	0
otu8390	0	0	0	0	0	0	0	1	0	0
otu8391	0	0	1	0	0	0	0	0	0	0
otu8392	0	0	0	0	0	1	0	0	0	0
otu8393	0	0	1	0	0	0	0	0	0	0
otu8394	0	0	0	1	0	0	0	0	0	0
otu8396	0	0	1	0	0	0	0	0	0	0
otu8397	0	0	0	1	0	0	0	0	0	0
otu8398	0	0	1	0	0	0	0	0	0	0
otu840	0	0	0	0	0	0	1	0	0	0
otu8400	0	0	0	0	0	0	0	0	1	0
otu8402	0	1	0	0	0	0	0	0	0	0
otu8403	0	0	0	0	1	0	0	0	0	0
otu8405	0	0	0	0	0	0	1	0	0	0
otu8406	0	0	0	0	0	0	1	0	0	0
otu8407	0	1	0	0	0	0	0	0	0	0
otu8414	0	0	0	0	1	0	0	0	0	0
otu8415	0	1	0	0	0	0	0	0	0	0
otu8416	0	0	0	0	0	0	0	0	1	0
otu842	0	0	0	0	0	1	0	0	0	0
otu8422	0	0	1	0	0	0	0	0	0	0
otu8423	0	0	0	0	1	0	0	0	0	0
otu8425	0	0	0	0	1	0	0	0	0	0
otu8427	0	0	0	0	0	0	0	0	0	1
otu8428	0	0	1	0	0	0	0	0	0	0
otu8429	0	0	1	0	0	0	0	0	0	0
otu843	0	0	0	0	0	0	0	0	1	0
otu8431	0	0	0	1	0	0	0	0	0	0
otu8434	0	0	1	0	0	0	0	0	0	0
otu8435	0	0	0	1	0	0	0	0	0	0
otu8436	0	0	1	0	0	0	0	0	0	0
otu8438	0	0	0	0	0	0	0	0	0	1
otu8439	0	1	0	0	0	0	0	0	0	0
otu844	0	0	0	0	0	1	0	0	0	0
otu8440	0	1	0	0	0	0	0	0	0	0
otu8441	0	0	0	1	0	0	0	0	0	0
otu8443	0	0	1	0	0	0	0	0	0	0
otu8449	0	0	0	0	1	0	0	0	0	0
otu845	0	0	1	0	0	0	0	0	0	0
otu8450	0	0	0	1	0	0	0	0	0	0
otu8451	0	0	0	0	1	0	0	0	0	0
otu8453	0	1	0	0	0	0	0	0	0	0
otu8454	0	0	0	0	1	0	0	0	0	0
otu8455	0	0	1	0	0	0	0	0	0	0
otu8456	0	0	0	0	0	0	0	0	1	0
otu8459	0	0	0	0	0	1	0	0	0	0
otu846	0	0	0	0	0	1	0	0	0	0
otu8462	0	0	0	0	1	0	0	0	0	0
otu8463	0	1	0	0	0	0	0	0	0	0
otu8464	0	0	0	0	0	0	1	0	0	0
otu8467	0	0	1	0	0	0	0	0	0	0
otu8468	0	0	0	0	0	0	0	0	1	0
otu8469	1	0	0	0	0	0	0	0	0	0
otu847	0	1	0	0	0	0	0	0	0	0
otu8470	0	0	0	0	1	0	0	0	0	0
otu8474	0	0	0	0	0	1	0	0	0	0
otu8475	0	0	1	0	0	0	0	0	0	0
otu8476	0	0	0	0	0	0	0	1	0	0
otu8480	0	1	0	0	0	0	0	0	0	0
otu8485	0	0	0	0	0	0	1	0	0	0
otu8486	0	0	0	1	0	0	0	0	0	0
otu849	0	0	0	1	0	0	0	0	0	0
otu8490	0	0	0	0	0	0	0	0	1	0
otu8491	0	0	0	0	0	1	0	0	0	0
otu8493	0	0	0	0	0	0	0	0	1	0
otu8494	0	0	0	0	1	0	0	0	0	0
otu8495	0	0	0	0	0	1	0	0	0	0
otu8496	0	0	0	0	0	0	0	0	1	0
otu8497	0	0	0	0	0	0	1	0	0	0
otu8499	0	1	0	0	0	0	0	0	0	0
otu8501	0	0	1	0	0	0	0	0	0	0
otu8502	0	1	0	0	0	0	0	0	0	0
otu8503	0	0	0	0	1	0	0	0	0	0
otu8504	0	0	1	0	0	0	0	0	0	0
otu8505	0	0	0	0	1	0	0	0	0	0
otu8506	0	0	0	0	1	0	0	0	0	0
otu8507	0	0	0	1	0	0	0	0	0	0
otu8508	0	0	0	0	0	0	1	0	0	0
otu8511	0	0	1	0	0	0	0	0	0	0
otu8512	1	0	0	0	0	0	0	0	0	0
otu8514	0	1	0	0	0	0	0	0	0	0
otu8516	0	0	0	0	0	0	0	0	0	1
otu8517	0	1	0	0	0	0	0	0	0	0
otu8519	0	0	0	0	0	0	0	0	1	0
otu852	0	0	0	0	0	0	0	1	0	0
otu8520	0	0	0	0	1	0	0	0	0	0
otu8521	0	0	1	0	0	0	0	0	0	0
otu8522	0	0	0	0	1	0	0	0	0	0
otu8523	0	1	0	0	0	0	0	0	0	0
otu8524	0	0	1	0	0	0	0	0	0	0
otu8525	0	0	0	1	0	0	0	0	0	0
otu8527	0	0	0	0	1	0	0	0	0	0
otu8528	1	0	0	0	0	0	0	0	0	0
otu8531	1	0	0	0	0	0	0	0	0	0
otu8534	0	1	0	0	0	0	0	0	0	0
otu8535	0	1	0	0	0	0	0	0	0	0
otu8536	0	0	0	0	1	0	0	0	0	0
otu8537	1	0	0	0	0	0	0	0	0	0
otu8540	0	0	0	0	0	0	1	0	0	0
otu8541	0	0	1	0	0	0	0	0	0	0
otu8542	0	0	0	0	0	1	0	0	0	0
otu8547	0	0	0	0	0	0	1	0	0	0
otu8549	0	0	0	1	0	0	0	0	0	0
otu855	0	0	1	0	0	0	0	0	0	0
otu8550	0	1	0	0	0	0	0	0	0	0
otu8551	0	1	0	0	0	0	0	0	0	0
otu8553	1	0	0	0	0	0	0	0	0	0
otu8556	0	0	0	1	0	0	0	0	0	0
otu8557	0	0	0	0	0	0	0	0	1	0
otu8558	0	0	0	0	1	0	0	0	0	0
otu8559	0	0	0	0	1	0	0	0	0	0
otu856	1	0	0	0	0	0	0	0	0	0
otu8564	0	0	1	0	0	0	0	0	0	0
otu8568	0	0	0	0	0	0	0	0	1	0
otu8569	0	1	0	0	0	0	0	0	0	0
otu857	0	0	1	0	0	0	0	0	0	0
otu8570	0	0	0	0	0	0	1	0	0	0
otu8571	0	1	0	0	0	0	0	0	0	0
otu8572	0	0	0	0	1	0	0	0	0	0
otu8575	0	0	0	0	0	0	0	1	0	0
otu8576	0	0	0	0	1	0	0	0	0	0
otu8577	0	0	0	0	1	0	0	0	0	0
otu8580	1	0	0	0	0	0	0	0	0	0
otu8581	0	0	0	0	0	1	0	0	0	0
otu8582	0	0	0	1	0	0	0	0	0	0
otu8583	0	0	0	0	0	0	1	0	0	0
otu8586	1	0	0	0	0	0	0	0	0	0
otu8587	1	0	0	0	0	0	0	0	0	0
otu8589	0	0	0	0	1	0	0	0	0	0
otu8590	0	1	0	0	0	0	0	0	0	0
otu8593	0	1	0	0	0	0	0	0	0	0
otu8595	0	0	0	0	1	0	0	0	0	0
otu8596	0	0	0	0	0	0	0	0	1	0
otu8597	0	1	0	0	0	0	0	0	0	0
otu8598	0	0	0	0	1	0	0	0	0	0
otu860	0	0	0	0	0	0	0	0	1	0
otu8600	0	0	0	0	0	0	0	0	0	1
otu8602	0	0	0	0	1	0	0	0	0	0
otu8605	0	0	1	0	0	0	0	0	0	0
otu8606	0	1	0	0	0	0	0	0	0	0
otu8607	1	0	0	0	0	0	0	0	0	0
otu8609	0	1	0	0	0	0	0	0	0	0
otu8610	0	0	0	0	0	0	0	0	1	0
otu8612	0	0	1	0	0	0	0	0	0	0
otu8617	0	0	0	0	1	0	0	0	0	0
otu8618	0	0	1	0	0	0	0	0	0	0
otu8622	1	0	0	0	0	0	0	0	0	0
otu8623	0	0	0	0	1	0	0	0	0	0
otu8624	0	0	1	0	0	0	0	0	0	0
otu8626	1	0	0	0	0	0	0	0	0	0
otu8629	0	0	0	1	0	0	0	0	0	0
otu863	0	0	0	0	1	0	0	0	0	0
otu8632	0	0	0	0	1	0	0	0	0	0
otu8633	0	0	0	0	1	0	0	0	0	0
otu8634	0	0	0	0	0	0	0	0	1	0
otu8635	0	0	1	0	0	0	0	0	0	0
otu8637	0	0	0	0	1	0	0	0	0	0
otu8638	0	0	0	0	1	0	0	0	0	0
otu8639	0	0	1	0	0	0	0	0	0	0
otu8640	0	1	0	0	0	0	0	0	0	0
otu8642	0	1	0	0	0	0	0	0	0	0
otu8643	0	0	0	0	0	0	0	0	1	0
otu8644	0	1	0	0	0	0	0	0	0	0
otu8646	0	0	0	0	0	0	0	0	1	0
otu8647	0	0	0	0	1	0	0	0	0	0
otu8648	0	1	0	0	0	0	0	0	0	0
otu8649	0	0	0	0	1	0	0	0	0	0
otu8650	0	0	1	0	0	0	0	0	0	0
otu8651	0	0	0	0	0	0	0	0	1	0
otu8653	0	0	0	0	0	0	0	1	0	0
otu8654	1	0	0	0	0	0	0	0	0	0
otu8656	0	0	0	0	0	0	0	0	1	0
otu8657	0	0	0	1	0	0	0	0	0	0
otu8658	0	0	1	0	0	0	0	0	0	0
otu8659	0	0	0	0	1	0	0	0	0	0
otu8660	0	0	0	0	1	0	0	0	0	0
otu8661	0	0	0	0	0	1	0	0	0	0
otu8662	0	0	0	1	0	0	0	0	0	0
